Tarih,Saat,Toplam (MWh),Dogal Gaz,Baraj,Linyit,Akarsu,ithal Kömür,Rüzgar,Günes,Fuel Oil,Jeotermal,Asfaltit Kömür,Tas Kömür,Biyokütle,Nafta,LNG,Uluslararasi
13.01.2021,15:00,41084.19,12534.88,10570.2,4949.97,1441.4,6749.64,2401.9,41.22,35,1211.26,231.83,509.16,567.53,0,0,-159.8
13.01.2021,16:00,41193.58,12267.64,10950.03,5026.68,1455.38,6762.75,2392.61,24.69,36.5,1214.26,231.83,495.17,568.04,0,0,-232
13.01.2021,17:00,41825.65,12516.73,11298.92,5075.3,1506.93,6765.04,2253.68,2.53,36.1,1222.79,229.62,510.21,578.8,0,0,-171
13.01.2021,18:00,41720.26,12334.62,11537.45,5090.47,1584.03,6757.49,1965.84,0,36.5,1226.34,229.62,491.49,591.01,0,0,-124.6
13.01.2021,19:00,40313.58,12023.4,10527.13,5157.64,1571.76,6759.15,1824.76,0,36.1,1239.94,231.84,495.74,568.32,0,0,-122.2
13.01.2021,20:00,38707.74,12366.95,9233.78,5130.47,1702.98,6418.92,1394.25,0,36.2,1249.6,234.04,491.03,581.72,0,0,-132.2
13.01.2021,21:00,37911.69,12272.38,8570.06,5050.58,1799.77,6392.17,1282.78,0,36.5,1255.53,229.63,505.06,604.43,0,0,-87.2
13.01.2021,22:00,37158.88,12445.03,7765.11,4980.22,1763.3,6396.4,1282.52,0,36.4,1259.83,231.83,510.99,593.05,0,0,-105.8
13.01.2021,23:00,35933.3,12528.78,6558.42,4949.67,1712.13,6392.71,1176.36,0,36.8,1251.22,229.63,504.49,593.09,0,0,0
14.01.2021,00:00,33760.03,11828.69,5101.8,4865.97,1741.96,6413.77,1379.18,0,36.6,1267.54,231.83,521.24,588.1,0,0,-216.65
14.01.2021,01:00,32038.67,11776.22,3502.48,4808.93,1631.1,6371.13,1473.72,0,36.9,1260.55,229.62,499.7,593.63,0,0,-145.31
14.01.2021,02:00,30877.03,11475.34,2383.41,4804.95,1504.76,6185.66,1580.46,0,36.2,1269.61,231.83,496.44,587.37,0,0,321
14.01.2021,03:00,29983.94,11285.44,1574.64,4873.79,1420.75,6144.49,1802.69,0,36.1,1268,229.63,491.27,588.14,0,0,269
14.01.2021,04:00,29897.33,11308.26,1357.6,4962.56,1359.23,6167.75,1861.43,0,36.1,1236.83,232.12,493.68,577.77,0,0,304
14.01.2021,05:00,30069.08,11207.12,1337.51,4972.16,1327.58,6174.61,2153.1,0,35.4,1259.47,229.63,496.84,577.79,0,0,297.87
14.01.2021,06:00,30842.86,11175.32,1895.7,4964.5,1336.81,6245.08,2359.8,0.4,35.2,1257.44,231.83,494.27,571.33,0,0,275.18
14.01.2021,07:00,32676.56,11082.71,3233.06,4966.07,1522.53,6298.54,2655.83,5.41,35.4,1265.94,229.63,496.4,570.7,0,0,314.34
14.01.2021,08:00,36912.25,12111.23,6006.36,4950.49,1573.47,6494.15,2860.82,27.41,36,1270.81,231.83,483.74,565.03,0,0,300.91
14.01.2021,09:00,39879,12626.91,8678.88,5000.65,1694.66,6752.23,2627.38,59.55,36.7,1275.61,231.83,465.81,559.07,0,0,-130.28
14.01.2021,10:00,41193.07,12849.28,10014.43,4949.82,1716.76,6749.25,2401.73,87.13,37.4,1262.99,231.83,442.92,560.89,0,0,-111.36
14.01.2021,11:00,41788.47,13188.32,10478.03,4928.67,1659.86,6763.8,2191.01,123.92,37.4,1254.52,231.83,444.07,561.82,0,0,-74.78
14.01.2021,12:00,40695.23,13204.41,9885.42,4973.6,1540.88,6766.27,1788.16,115.32,37.3,1237.69,231.83,477.46,558.34,0,0,-121.45
14.01.2021,13:00,41287.8,13436.62,10617.41,4956.6,1583.52,6769.98,1368.33,107.62,37.3,1236.5,227.42,481.14,557.12,0,0,-91.76
14.01.2021,14:00,41826.15,13318.32,11361.06,4952.25,1725.66,6786.76,1159.56,85.11,36.1,1244.63,231.83,504.33,549.75,0,0,-129.21
14.01.2021,15:00,41471.76,13093.23,11372.39,4966.88,1737.83,6798.14,1058.33,77.26,36,1231.62,231.83,497.28,560.77,0,0,-189.8
14.01.2021,16:00,41631.7,13002.04,11514.61,4945.36,1817.01,6796.68,1116.57,35.78,36.9,1239.01,231.83,495.35,566.36,0,0,-165.8
14.01.2021,17:00,42357.64,13178.63,12005.32,4931.54,1920.37,6773.22,1113.59,4.72,37.3,1258.64,231.83,485.6,569.68,0,0,-152.8
14.01.2021,18:00,42224.74,13065.41,11936.25,4964.43,1871.72,6789.33,1150.3,0,36.9,1268.01,231.83,502.68,569.48,0,0,-161.6
14.01.2021,19:00,41060.43,13345.85,10513.86,4959.48,1755.67,6780.52,1271.71,0,36.6,1271.1,227.41,502.6,580.83,0,0,-185.2
14.01.2021,20:00,39402.84,13280.53,8756.29,4973.09,1778.01,6761.53,1400.56,0,36.4,1273.49,231.83,513.03,574.28,0,0,-176.2
14.01.2021,21:00,38522.58,13343.37,7655.21,4977.4,1701.52,6768.85,1589.5,0,36,1276.09,231.83,506.65,563.36,0,0,-127.2
14.01.2021,22:00,37815.89,13508.37,6664.68,4938.88,1702.58,6751.32,1701.16,0,36,1272.6,231.83,502.35,560.32,0,0,-54.2
14.01.2021,23:00,36524.78,13435.32,5254.83,4886.05,1717.2,6749.72,1870.42,0,36.2,1285.91,234.04,508.16,546.93,0,0,0
15.01.2021,00:00,34486.29,12480.2,3586.88,4802.05,1967.35,6777.8,2231.52,0,36,1282.12,229.63,497.81,551.12,0,0,43.81
15.01.2021,01:00,32538.8,11871.36,2158.87,4785.44,1876.71,6780.16,2417.35,0,36.9,1282.47,229.62,493.69,564.08,0,0,42.15
15.01.2021,02:00,31178.46,10818.49,1927.69,4805.15,1709.83,6775.57,2683.75,0,36.1,1284.65,231.83,491.19,569.84,0,0,-155.63
15.01.2021,03:00,30432.76,10313,1516.57,4761.38,1582.2,6611,3163.94,0,33.4,1274.81,231.83,487.82,567.42,0,0,-110.61
15.01.2021,04:00,30108.14,10200.09,1500.7,4726.45,1555.01,6515.86,3155.1,0,33.8,1274.5,231.83,502.68,560,0,0,-147.88
15.01.2021,05:00,30510.63,10652.68,1570.58,4698.63,1569.75,6557.96,3024.11,0,33.5,1275.32,231.83,493.91,557.92,0,0,-155.56
15.01.2021,06:00,31280.22,11037.99,1775.24,4467.73,1543.32,6724.46,3273.35,0.06,36.7,1275.01,231.83,506.86,569.43,0,0,-161.76
15.01.2021,07:00,33114.5,11531.1,2534.81,4362.97,1595.17,6744.81,3909.72,4.63,37.2,1278.15,231.76,507.07,566.8,0,0,-189.69
15.01.2021,08:00,37074.03,12577.36,5093.3,4349.68,1686.88,6753.53,4108.6,34.58,35.8,1277.98,229.63,493.43,557.86,0,0,-124.6
15.01.2021,09:00,40109.63,13008.58,7422.12,4316.96,1906.25,6745.61,4150.24,103.41,36.9,1272.17,231.83,494.22,558.21,0,0,-136.87
15.01.2021,10:00,41305.47,13234.78,8487.41,4275.11,1991.51,6732.55,3904.49,196.84,36.6,1268.23,231.83,502.74,554.81,0,0,-111.43
15.01.2021,11:00,41690.06,13440.87,8780.58,4280.02,2041.35,6759.44,3697.34,234.07,37.3,1263.29,229.62,495.77,563.62,0,0,-133.21
15.01.2021,12:00,40164,13522.75,7303.07,4357.51,1941.47,6800.07,3550.89,236.07,35.3,1260.06,229.63,519.4,564.02,0,0,-156.24
15.01.2021,13:00,39644.88,13714.48,6988.94,4397.82,1893.2,6773.73,3174.74,234.94,35.2,1244.8,231.83,517.39,548.77,0,0,-110.96
15.01.2021,14:00,41024.31,13876.34,8708.49,4314.94,1864.08,6726.44,2896.81,155.98,35.2,1225.73,229.63,495.47,550.64,0,0,-55.44
15.01.2021,15:00,41121.23,13488.03,9442.68,4334.56,1818.04,6782.34,2743.18,94.28,34.2,1235.13,231.83,488.11,554.65,0,0,-125.8
15.01.2021,16:00,41374.24,13751.15,9541.09,4368.47,1839.09,6801.44,2622.7,27.94,35.4,1257.29,231.84,474.3,564.33,0,0,-140.8
15.01.2021,17:00,41902.5,13706.21,10189.38,4421.34,1930.99,6817.52,2417.71,3.73,34.5,1262.53,231.83,477.33,571.43,0,0,-162
15.01.2021,18:00,41808.21,13815.69,10270.64,4240.39,1921.31,6797.26,2299.08,0.01,35.6,1268.58,231.83,483.63,564.39,0,0,-120.2
15.01.2021,19:00,40479.29,13752.24,9456.31,4195.4,1794.38,6812.17,2019.31,0,35.2,1273.38,231.83,492.64,563.63,0,0,-147.2
15.01.2021,20:00,39104.63,13592.44,8330.19,4212.68,1804.97,6771.04,1903.37,0,36.4,1274.03,231.83,490.99,564.89,0,0,-108.2
15.01.2021,21:00,38191.99,13604.06,7468.34,4224.6,1796.67,6784.79,1822.07,0,35.1,1274.34,231.84,497.24,554.14,0,0,-101.2
15.01.2021,22:00,37508.49,13562.99,6914.32,4244.15,1733.72,6782.57,1777.62,0,36.1,1275.52,231.83,483.63,548.84,0,0,-82.8
15.01.2021,23:00,36457.7,13522.59,6097.36,4177.99,1705.79,6705.39,1668.73,0,35.7,1270.39,231.83,488.58,553.35,0,0,0
16.01.2021,00:00,34419.87,12603.75,5440.43,4170.36,1513.22,6674.25,1637.09,0,35.8,1276.67,231.83,477.63,550.27,0,0,-191.43
16.01.2021,01:00,32686.92,12290.7,3912.24,4232.11,1463.07,6650.84,1712.18,0,35.2,1284.24,229.62,484.6,552.83,0,0,-160.71
16.01.2021,02:00,31306.32,12271.17,2348.83,4330.27,1491.44,6709.92,1753.98,0,34.6,1286.97,229.63,483.03,562.43,0,0,-195.95
16.01.2021,03:00,30518.47,12383.81,1587.05,4353.06,1407.17,6737.72,1609.96,0,35.2,1288.09,231.83,486.61,571.5,0,0,-173.53
16.01.2021,04:00,30082.12,12120.74,1497.33,4414.54,1311.35,6734.57,1623.3,0,34.9,1280.14,231.83,470.52,554.3,0,0,-191.4
16.01.2021,05:00,30029.88,11965.16,1484.88,4346.1,1292.6,6735.46,1791.9,0,35,1280.75,227.42,468.1,566.02,0,0,-163.51
16.01.2021,06:00,30260.05,12212.87,1445.96,4310.16,1304.78,6729.92,1809.35,0.66,34.9,1283.8,234.04,480.34,567.8,0,0,-154.53
16.01.2021,07:00,30992.87,12306.96,2038.67,4242.2,1381.36,6792.55,1790.33,6.36,35.4,1279.74,231.83,484.75,569.58,0,0,-166.86
16.01.2021,08:00,32366.61,12278.35,3213.88,4353.43,1494.44,6809.59,1799.32,33.91,35.8,1277.98,229.63,481.56,573.35,0,0,-214.63
16.01.2021,09:00,33964.06,12124.81,4634.28,4302.58,1594.34,6791.89,2026.72,72.24,35.6,1275.66,229.62,480.83,578.4,0,0,-182.91
16.01.2021,10:00,35554.21,12304.74,5651.88,4289.14,1668.54,6697.66,2413.77,98.03,35.7,1267.28,231.83,487.94,574.52,0,0,-166.82
16.01.2021,11:00,36753.81,12339.22,6444.19,4328.55,1650.7,6665.88,2779.58,120.51,35.6,1263.43,231.83,479.05,582.92,0,0,-167.65
16.01.2021,12:00,36658,12247.2,5828.01,4356.57,1596.77,6771.09,3302.42,130.09,35,1252.86,231.56,474.13,576.02,0,0,-143.72
16.01.2021,13:00,37410.31,12071.98,6189.12,4299.72,1569.98,6787.66,3968.75,116.95,35.4,1258.83,229.63,477.15,581.34,0,0,-176.2
16.01.2021,14:00,37828.75,12529.37,6316.16,4187.31,1575.44,6770.56,4023.03,95.66,35.6,1263.61,231.83,368.69,569.48,0,0,-137.99
16.01.2021,15:00,37681.15,12472.98,6375.06,4250.32,1660.77,6639.36,3904.82,65.96,35.6,1261.65,231.84,396.63,571.16,0,0,-185
16.01.2021,16:00,37917.98,12710.02,6189.14,4185.37,1756.34,6596.19,4086.38,26.22,35.2,1260.11,231.83,420.46,568.72,0,0,-148
16.01.2021,17:00,38518.09,12469.96,6749.63,4165.7,1927.92,6582.03,4315.23,7.51,35.1,1264.33,229.62,351.22,577.84,0,0,-158
16.01.2021,18:00,39232.93,12292.65,7087.92,4152.3,1912.61,6585.29,4806.28,0.03,35.1,1272.92,231.83,441.42,581.58,0,0,-167
16.01.2021,19:00,38526.87,12340.04,6213.2,4087.86,1755.12,6592.55,5096.92,0,35.3,1274.13,231.84,483.71,592.2,0,0,-176
16.01.2021,20:00,37428.06,12375.35,4866.41,4115.07,1758.85,6498.74,5383.97,0,35.3,1256.1,231.83,485.78,578.66,0,0,-158
16.01.2021,21:00,36742.32,12506.39,3922.81,4023.63,1697.45,6544.83,5623.18,0,35,1261.03,231.83,478.12,581.05,0,0,-163
16.01.2021,22:00,35996.64,11873.32,3672.55,4035.81,1630.77,6537.08,5834.91,0,35.6,1259.29,231.83,480,575.48,0,0,-170
16.01.2021,23:00,34883.33,11164.2,3242.99,4010.52,1569.59,6541.08,5789.72,0,35.5,1260.44,229.63,466.86,572.8,0,0,0
17.01.2021,00:00,33102.24,10499.65,2007.95,4102.59,1691.91,6435.15,5964.06,0,35.1,1275.78,231.83,470.63,557.11,0,0,-169.52
17.01.2021,01:00,31243.91,8994.99,1703.51,4004.39,1659.9,6609.27,5850.95,0,35,1264.36,231.83,484.76,557.25,0,0,-152.3
17.01.2021,02:00,29760.48,7995.08,1869.89,3972.74,1473.6,6253.17,5674.41,0,34.9,1266.14,229.6,490.54,553.92,0,0,-53.51
17.01.2021,03:00,28863.15,7163.68,1934.49,3826.46,1592.59,6361.36,5527.93,0,35.1,1263.21,229.62,488.57,556.86,0,0,-116.72
17.01.2021,04:00,28419.43,6913.98,1935.4,3768.03,1559.08,6408.11,5304.4,0,35.1,1264.85,229.63,487.09,556.77,0,0,-43.01
17.01.2021,05:00,28258.1,6942.25,1959.57,3801.1,1618.1,6401.45,4956.73,0,34.5,1266.68,231.83,497.16,561.47,0,0,-12.74
17.01.2021,06:00,28166.28,7097.94,2137.28,3902.35,1592.91,6391.45,4575.17,0.81,34.6,1265.71,229.63,497.37,557.64,0,0,-116.58
17.01.2021,07:00,27890.82,7471.01,2030.17,4144.38,1496.82,5971.78,4416.18,12.5,32,1267.81,229.63,490.83,521.55,0,0,-193.84
17.01.2021,08:00,27132.93,7537.49,1628.93,4117.75,1488.09,5710.05,4208.02,38.49,29.8,1279.76,229.62,486.82,540.64,0,0,-162.53
17.01.2021,09:00,28279.16,8118.96,2057.96,4195.27,1569.34,5863.6,3940.41,103.85,33.6,1286.27,227.42,475.81,546.43,0,0,-139.76
17.01.2021,10:00,29950.92,9004.8,2363.91,4147.94,1658.8,6389.95,3850.98,118.13,34.9,1283.71,231.83,462.76,555.28,0,0,-152.07
17.01.2021,11:00,31475.26,10227.71,2652.49,4108.69,1754.51,6437.41,3716.61,133.11,35.4,1284.16,231.83,463.39,561.25,0,0,-131.3
17.01.2021,12:00,31945.37,11226.36,2923.77,4071.81,1760.01,5909.33,3492.96,131.18,34.3,1278.71,234.04,468.59,558.32,0,0,-144.01
17.01.2021,13:00,32653.5,11854.21,3182.68,4123.05,1745.4,5942.62,3280.48,105.23,34.7,1272.19,231.83,468.75,555.52,0,0,-143.16
17.01.2021,14:00,32787.56,11901.32,3459.76,4062.77,1777.27,5951.78,3183.96,80.38,34.9,1267.1,234.04,464.33,548.34,0,0,-178.39
17.01.2021,15:00,32974.47,12081.65,3643.18,4032.37,1818.16,5938.24,3031.42,63.27,34.7,1264.67,231.83,463.4,542.58,0,0,-171
17.01.2021,16:00,33674.15,12306.8,3936.99,4166.6,1925.02,5994.72,2972.81,31.22,35.3,1272.29,229.63,463.55,552.22,0,0,-213
17.01.2021,17:00,34775.26,12378.68,5342.49,4159.53,1952.76,5911.4,2698.45,4.93,35.4,1279.47,229.62,460.38,558.15,0,0,-236
17.01.2021,18:00,36565.42,12832.9,6765.39,4170.04,1960.83,5999.45,2466.96,0.03,35.4,1277.06,231.83,466.95,559.58,0,0,-201
17.01.2021,19:00,36192.17,12621.55,6442.11,4194.03,1966.01,6397.95,2460.83,0,35.4,1287.65,231.83,470.92,567.89,0,0,-484
17.01.2021,20:00,35576.43,12267.85,5823.7,4180.44,1906.04,6522.7,2487.95,0,35.4,1286.32,229.62,471.35,567.06,0,0,-202
17.01.2021,21:00,34864.42,12396.86,5020,4172.56,1828.34,6501.28,2532.41,0,36.1,1278.64,234.04,473.71,569.48,0,0,-179
17.01.2021,22:00,34436.12,12619.91,4363.28,4148.04,1825.08,6524.51,2553.97,0,35.8,1277.34,229.62,481.01,558.56,0,0,-181
17.01.2021,23:00,33629.31,12529.18,3558.69,4169.08,1714.2,6527.6,2544.38,0,35.8,1283.3,229.63,474.38,563.07,0,0,0
18.01.2021,00:00,31639.58,11638.63,2526.7,4081.21,1761.82,6707.49,2480.34,0,34.6,1293.89,231.83,483.77,536.09,0,0,-136.79
18.01.2021,01:00,30058.62,11112.57,1547.75,4119.14,1712.68,6709.33,2411.69,0,32.1,1298.44,231.83,475.68,542.49,0,0,-135.08
18.01.2021,02:00,28703.43,10299.41,1437.04,4144.65,1577.5,6503.91,2297.68,0,32.2,1286.64,225.21,483.99,546.35,0,0,-131.15
18.01.2021,03:00,27884,9984.69,1257.57,4133.69,1442.59,6233.99,2397.77,0,32.1,1281.81,236.24,482.81,538.34,0,0,-137.6
18.01.2021,04:00,27852.2,10078.3,1113.53,4137.12,1451.04,6240.8,2373.04,0,32,1283.77,273.78,483.35,536.4,0,0,-150.93
18.01.2021,05:00,28190.57,10022.16,1137.71,4240.69,1429.05,6310.18,2577.17,0,32.3,1284.72,293.62,479.01,530.84,0,0,-146.88
18.01.2021,06:00,29064.61,10389.34,984.44,4281.05,1402.19,6627.18,2874.76,0.3,35.2,1283.19,302.49,484.34,527.64,0,0,-127.51
18.01.2021,07:00,31512.37,11529.81,2007.77,4292.75,1459.5,6859.85,2858.55,5.88,35.7,1279.65,322.36,488.26,534.8,0,0,-162.51
18.01.2021,08:00,36643.15,12477.41,5712.41,4292.43,1613.76,7092.68,2869.17,39.67,36.5,1261.19,326.78,481.42,538.79,0,0,-99.06
18.01.2021,09:00,40509.7,13053.17,9111.89,4198.75,1825.11,7200.85,2503.3,109.05,37.6,1248.18,324.56,471.07,523.95,0,0,-97.78
18.01.2021,10:00,42147.65,13730.52,10111.47,4205.85,1953.21,7288.46,2219.51,166.71,31,1244.8,326.77,470.52,506.97,0,0,-108.14
18.01.2021,11:00,43032.32,14424.96,10291.13,4174.23,2063.46,7333.52,2047.68,191.19,31.1,1254.79,342.23,456.1,518.17,0,0,-96.24
18.01.2021,12:00,41911.52,14425.53,9519.49,3941.14,2033.68,7344.17,1909.66,156.04,31,1273.04,355.48,458.62,547.42,0,0,-83.75
18.01.2021,13:00,42360.66,14400.82,9974.15,3956.53,2154.21,7326.93,1928.42,98.16,31,1262.95,351.06,451.83,537.97,0,0,-113.37
18.01.2021,14:00,42898.45,14078.59,10408.57,4076.2,2105.29,7301.85,2362.48,91.62,31,1253.82,353.27,444.17,533.39,0,0,-141.8
18.01.2021,15:00,42864.88,14071.22,10354.18,4102.18,2049.45,7287.5,2402.9,52.81,31.1,1261.9,353.27,464.43,543.54,0,0,-109.6
18.01.2021,16:00,43339.75,14076.67,10591.51,4341.75,2041.92,7368.23,2391.34,29.8,31.9,1269.71,328.97,462.1,533.45,0,0,-127.6
18.01.2021,17:00,43724.22,14138.64,11123.24,4224.35,2068.75,7405,2356.8,4.83,31.7,1271.06,245.08,456.02,541.35,0,0,-142.6
18.01.2021,18:00,43597.54,14336.67,10758.91,4224.8,2000.83,7409.01,2437.23,0,31.9,1274.96,231.83,459.5,553.5,0,0,-121.6
18.01.2021,19:00,42190.45,14306.64,9511.33,4205.09,1889.73,7383.3,2453.56,0,31.8,1284.23,231.84,471.66,559.87,0,0,-138.6
18.01.2021,20:00,40590.16,14252.01,8037.04,4265.35,1870.28,7227.87,2485.64,0,32.4,1290.2,231.83,478.12,557.02,0,0,-137.6
18.01.2021,21:00,39532.27,14378.14,7031.62,4241.94,1863.07,7215.07,2320.16,0,32,1290.85,234.04,464.32,571.66,0,0,-110.6
18.01.2021,22:00,38662.2,14329.58,6408.78,4245.15,1844.03,7223.35,2174.83,0,31.9,1290.94,231.83,471.35,565.46,0,0,-155
18.01.2021,23:00,37645.15,14547.51,5397.17,4224.81,1831.89,7025.29,2030.23,0,32,1286.53,231.83,475.09,562.8,0,0,0
19.01.2021,00:00,35049.21,13853.42,4069.57,4137.87,1623.77,7035.21,1951.74,0,28.7,1297.66,229.63,472.04,556.72,0,0,-207.12
19.01.2021,01:00,33224.99,13972.39,2186.61,4056.77,1474.21,7168.4,1953.67,0,28.5,1276.13,229.62,462.41,553.76,0,0,-137.48
19.01.2021,02:00,31709.18,13031.98,1440.51,4033.37,1337.1,7225.89,2231.91,0,29,1278.7,229.62,446.85,563.4,0,0,-139.15
19.01.2021,03:00,31086.62,12288.85,1308.83,4047.04,1261.67,7212.05,2552.04,0,28.9,1288.44,231.83,462.32,559.39,0,0,-154.74
19.01.2021,04:00,30763.97,12060.85,1002.19,4076.8,1165.59,7207.62,2839.78,0,28.4,1286.94,231.83,465.34,558.46,0,0,-159.83
19.01.2021,05:00,30856.43,11770.35,888.45,4199.12,1294.83,7187.84,3076.49,0,29,1285.89,231.83,474.87,558.84,0,0,-141.08
19.01.2021,06:00,31803.59,11851.03,1223.53,4265.11,1385.19,7401.33,3224.13,0.03,28.9,1288.22,229.63,473.86,547.14,0,0,-114.51
19.01.2021,07:00,33651.3,12437.36,2441.31,4268.69,1363.87,7464.46,3332,3.6,28.7,1275.25,234.04,454.82,548.03,0,0,-200.83
19.01.2021,08:00,37981.03,13111.71,5893.86,4275.75,1499.02,7593.71,3218.67,26.18,28.8,1260.24,231.83,445.49,554.96,0,0,-159.19
19.01.2021,09:00,41329.26,13674.65,8957.79,4198.86,1677.97,7555.7,2804.04,88.86,28.9,1250.49,234.04,440.67,555,0,0,-137.71
19.01.2021,10:00,42611.34,13829.57,10352.69,4144.67,1756.56,7596.92,2398.48,163.02,29.3,1258.09,234.04,408.44,560.79,0,0,-121.23
19.01.2021,11:00,42842.89,13585.75,10855.92,4216.5,1809.29,7646.03,2148,203.07,29.3,1263.14,234.04,407.19,558.92,0,0,-114.26
19.01.2021,12:00,41370.11,13716.85,9681.54,4191.22,1721.37,7699.64,1833,210.37,29.1,1263.21,231.83,411.07,522.33,0,0,-141.42
19.01.2021,13:00,41598.25,13981.54,9869.21,4130.09,1691.86,7744.99,1593.87,212.87,29.3,1268.63,231.83,420.21,541.15,0,0,-117.3
19.01.2021,14:00,42149.18,13954.72,10677,4036.99,1744.62,7676.11,1497.16,196.44,28.9,1266.46,231.83,441.03,549.78,0,0,-151.86
19.01.2021,15:00,42041.42,14429.31,9990.69,3989.99,1752.15,7690.03,1636.02,165.27,28.7,1261.7,231.83,434.3,549.78,0,0,-118.35
19.01.2021,16:00,42580.09,14741.12,10230.12,3976.72,1706.36,7784.68,1610.32,99.13,28.8,1265.15,227.42,433.39,559.31,0,0,-82.43
19.01.2021,17:00,43646.5,14939.54,11062.89,3980.69,1770.94,7836.57,1607.91,14.88,29,1268.52,225.21,442.66,553.65,0,0,-85.96
19.01.2021,18:00,43938.52,14817.28,11353.15,4014.14,1729.62,7845.51,1742.01,0.05,28.9,1274.97,231.83,454.68,555.33,0,0,-108.95
19.01.2021,19:00,42616.9,14736.17,10233.84,4012.14,1667.74,7842.57,1918.07,0,29,1279.24,234.04,451.27,556.3,0,0,-343.48
19.01.2021,20:00,41202.37,14430.23,9090.33,4008.48,1622.16,7749.23,2030.47,0,29.7,1283.29,231.83,450.21,552.01,0,0,-275.57
19.01.2021,21:00,40131.07,14494.19,7861.18,4009.16,1644.46,7740.7,2178.34,0,29.2,1289.88,231.83,435.8,545.72,0,0,-329.39
19.01.2021,22:00,39396.26,14474.59,6874.98,4029.64,1618.7,7755.91,2264.05,0,29.4,1293.69,229.63,425.99,541.61,0,0,-141.93
19.01.2021,23:00,38187,14488.1,5528.72,4026.98,1566.92,7760.27,2291.34,0,29.2,1283.1,231.83,438.09,542.45,0,0,0
20.01.2021,00:00,35743.56,12889.27,5211.8,4021.46,1214.88,7773.42,2219.79,0,28.6,1288.38,231.84,427.55,532.92,0,0,-96.35
20.01.2021,01:00,33613.23,12254.61,3949.06,4024.92,1117.62,7761.43,2131.02,0,28.6,1293.04,231.83,416.83,534.26,0,0,-129.99
20.01.2021,02:00,32228.25,12119.67,2840.66,4000.27,1064.99,7633,2201.08,0,28.8,1292.47,234.04,432.52,530.01,0,0,-149.26
20.01.2021,03:00,31502.17,12147.42,2117.15,4011.52,1025.79,7595.98,2231.42,0,29.3,1298.85,231.83,433.22,543.99,0,0,-164.3
20.01.2021,04:00,31280.85,12017.4,2008.34,4013.68,994.54,7596.29,2287.28,0,29,1292.27,229.73,431.57,540.31,0,0,-159.56
20.01.2021,05:00,31455.46,12075.6,2149.85,4026.89,1014.74,7612.09,2200.78,0,29,1291.29,234.04,422.14,543.99,0,0,-144.95
20.01.2021,06:00,32356.39,12452.13,2771.79,4083.7,1011.75,7588.08,2088.24,0,28.6,1289.29,232.12,422.31,547.38,0,0,-159
20.01.2021,07:00,34372.23,12991.38,4179.08,4124.03,1099.75,7406.35,2211.68,4.77,28.5,1294.13,231.83,412.86,538.64,0,0,-150.77
20.01.2021,08:00,38716.9,13757.88,7778.35,4080.56,1236,7104.09,2310.44,45.02,29.5,1283.92,231.84,417.07,544.22,0,0,-101.99
20.01.2021,09:00,41761.8,13753.74,10710.27,4087.35,1402.62,7039.85,2263.46,148.38,29.1,1269.5,231.83,432.33,535.49,0,0,-142.12
20.01.2021,10:00,42452.12,13443.17,11738.88,4055.8,1553.92,6839,2282.63,235.09,29.1,1248.8,231.83,426.21,501.23,0,0,-133.54
20.01.2021,11:00,42512.12,13443.24,11877.15,4058.16,1553.04,6728.92,2323.41,258.72,29.1,1224.89,231.83,421.97,511.73,0,0,-150.04
20.01.2021,12:00,41233.05,13597.95,10613.33,4016.09,1453.75,6752.25,2222.64,268.94,29.8,1235.97,229.62,422.99,521.23,0,0,-131.51
20.01.2021,13:00,41412.44,13756.12,10690.62,3985.07,1375.47,6766.14,2213.99,261.3,29.6,1254.49,231.83,424.22,524.94,0,0,-101.35
20.01.2021,14:00,41850.66,13786.55,11075.14,3941.64,1386.95,6754.89,2266.42,253.37,29.1,1256.64,229.62,411.17,540.13,0,0,-80.96
20.01.2021,15:00,41941.76,13635.49,11362.45,3974.9,1349.81,6755.28,2315.37,191.44,29.3,1251,229.62,414.15,542.99,0,0,-110.04
20.01.2021,16:00,42682.92,13408.67,12043.49,4017.57,1416.07,6889.37,2398.26,115.04,29.3,1255.88,229.62,455.31,550.01,0,0,-125.67
20.01.2021,17:00,43901.56,13739.59,12921.92,4036.96,1462.21,6810.56,2535.24,19.27,29.2,1257.25,225.21,433.34,548.49,0,0,-117.68
20.01.2021,18:00,44245.58,13857.33,12907.96,4056.35,1508.75,6826.02,2688.56,0.07,29.2,1268.58,229.62,449.25,543.65,0,0,-119.76
20.01.2021,19:00,42834.97,13421.87,11814.81,4052,1500.78,6814.13,2843.32,0,29.2,1269.65,231.83,460.91,544.81,0,0,-148.34
20.01.2021,20:00,41173.52,13670.37,9779.51,4053.36,1475.69,6839.58,2950.03,0,29.9,1276.77,234.04,455.08,562.03,0,0,-152.84
20.01.2021,21:00,40179.75,14032.78,8378,3999.14,1463.54,6927.69,2972.69,0,29.9,1255.6,234.04,443.4,559.57,0,0,-116.6
20.01.2021,22:00,39384.79,14155.91,7530.57,3824.6,1376.2,6953.45,3097.67,0,30.2,1275.65,234.04,437.88,559.26,0,0,-90.64
20.01.2021,23:00,38027.56,13947.02,6236.02,3790.73,1338.93,6998.17,3206.15,0,30.5,1266.32,231.83,430.67,551.22,0,0,0
